epoch;acc;loss;val_acc;val_loss
0;0.22315789470547123;2.5781280321823923;0.17684210529452876;2.3374713189978347
1;0.30999999993725824;1.9910826881308306;0.07473684210526316;2.4342369737123186
2;0.3594736841477846;1.8476088353207236;0.0842105263785312;2.803679889879729
3;0.3784210526943207;1.7791160074033234;0.08315789479958384;2.772873141640111
4;0.40499999993725827;1.7108608298552663;0.08631578953642594;2.7484186478665
5;0.4378947367793635;1.6317454832478573;0.09263157901011015;2.670457750119661
6;0.45026315795747857;1.5836692782452233;0.13894736851516523;2.298463036888524
7;0.4689473684210526;1.543311279698422;0.17157894743116278;2.172663819664403
8;0.48026315789473684;1.499374649650172;0.13684210532589963;2.181934639780145
9;0.4844736840850429;1.48007536034835;0.19578947377832312;2.0891149796937643
10;0.5002631578319952;1.4222718788448132;0.2021052632833782;2.151243929110075
11;0.516578947368421;1.3873666555003117;0.2094736842418972;2.1109697035739297
12;0.5121052630324113;1.384894023945457;0.23157894755664624;2.0014392624403303
13;0.5273684211153733;1.3599739057139346;0.2768421052004162;2.0342023676320125
14;0.5326315790728519;1.337543802135869;0.21052631588358628;2.1281349990242404
15;0.5410526317044309;1.3072688009864406;0.20947368430463892;2.1891780245931525
16;0.5363157894109425;1.3069070522408737;0.2568421054513831;2.0205363266091596
17;0.5384210525060955;1.2972833816628706;0.2673684211467442;2.011398004732634
18;0.5592105264412729;1.247716309898778;0.1631578948309547;2.3041961434012963
19;0.5542105263157895;1.2460013469896818;0.18105263167305996;2.2657043979042455
20;0.5686842105890575;1.2392923628656487;0.21578947384106487;2.2509221634111904
21;0.5728947369675887;1.2087835974442331;0.29894736829556917;1.999844560874136
22;0.5773684210526315;1.1868982510817678;0.21157894746253364;2.201728744506836
23;0.5789473682955691;1.204319523259213;0.19368421065179925;2.1159635674326043
24;0.5757894735587271;1.1773208680905793;0.30947368436738065;1.9127845129213834
25;0.5971052630324113;1.158599247932434;0.2810526318299143;2.0835181921406796
26;0.5842105264412729;1.1696096287275615;0.28421052625304777;1.9954872377295243
27;0.5913157895991676;1.1486397597664282;0.26631578963053854;2.0707550119098865
28;0.605789473558727;1.1462543284265618;0.2242105264726438;2.2217689212999847
29;0.6036842105263158;1.1256217140900462;0.29684210513767445;1.8800056974511397
30;0.6039473684210527;1.102449668583117;0.2800000001882252;2.0197824977573595
31;0.6081578948623255;1.1022919142873664;0.26736842124085675;2.122555732727051
